,INSTNM,CITY,STABBR,WOMENONLY,HBCU,ADM_RATE,SAT_AVG,ACTCMMID,FEMALE,FIRST_GEN,FAMINC,AVGFACSAL,PFTFAC,PCTPELL,DEBT_MDN_SUPP,C150_4_POOLED,D150_4_WHITE,D150_4_BLACK,D150_4_HISP,D150_4_ASIAN,D150_4_AIAN,D150_4_NHPI,D150_4_2MOR,D150_4_NRA,D150_4_UNKN,RET_FT4_POOLED,TRANS_4_POOLED_SUPP,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COMPL_RPY_3YR_RT,FIRSTGEN_RPY_3YR_RT,NET_PRICE
1071,Villa Maria College,Buffalo,NY,0,0,0.908040694,NA,NA,0.22906282,0.169335973,-0.86723228,-1.253199494,1.275454414,1.752743642,-1.148684223,-0.625440649,-0.350169085,-0.144941817,-0.30472396,-0.28530083,-0.101775684,-0.130669156,-0.17244087,-0.342718666,-0.064181251,-0.668449404,-0.694549497,0.142939808,0.570103228,-0.319681623,-0.424677696,-0.131604213,-0.143320602,1.175671176,-0.570854407,-0.63686788,-0.6508325,-0.676560453,-1.57283503
1072,School of Visual Arts,New York,NY,0,0,0.440695022,0.024431407,0.199523737,0.072342506,-0.730449267,0.46521465,-1.014030609,-1.696487044,-0.863644717,1.521119951,0.82709068,-0.163854619,-0.155423113,-0.022174462,0.188930951,-0.206590254,-0.059110483,-0.295024831,1.443002705,-0.013114842,0.662707095,0.476129619,-0.840838929,-0.440359686,-0.389272585,1.577201773,-0.091267959,-0.029233803,-1.086111805,4.601306163,-0.295321863,0.561214098,0.416730157,2.631954467
1073,Wagner College,Staten Island,NY,0,0,0.102203936,NA,NA,0.245475337,-0.475697057,1.442238658,0.150547256,1.275454414,-1.129947927,1.309477293,0.733734184,-0.112150126,-0.161711891,-0.182540394,-0.235381695,-0.206590254,0.012448189,-0.17244087,-0.256866677,-0.002100519,0.571141682,-0.694549497,0.416406179,-0.392290594,-0.05370261,-0.143656761,-0.236478475,-0.121239286,-0.297740749,-0.117777106,0.179116603,1.102184181,1.285837845,0.742018714
1074,Webb Institute,Glen Cove,NY,0,0,-1.499062092,2.809359523,2.486372722,NA,NA,2.13824707,0.86927209,0.510149134,-1.854010626,NA,1.586390182,-0.424159998,-0.212022113,-0.331451615,-0.28530083,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.064181251,0.749747788,-0.694549497,0.827189234,-0.748507866,-0.711867973,1.076731906,-0.280848356,-0.143320602,1.856885001,-0.415109085,-0.249368399,NA,NA,-0.58153799
1075,Wells College,Aurora,NY,0,0,-0.185240909,-0.374470764,-0.086332386,0.703801768,-0.67350502,0.053172029,-0.030555159,-0.347649879,0.328482483,0.744449646,0.12141132,-0.353734913,-0.188963261,-0.312360433,-0.28530083,-0.206590254,0.084006861,-0.295024831,-0.274037074,-0.04015,0.016078039,0.425442126,0.262751533,0.018067655,-0.033650977,-0.399417388,0.086211562,-0.077076654,-1.017225014,-0.570854407,0.338090749,0.330001794,0.249721014,-0.200475599
1076,Yeshiva Karlin Stolin,Brooklyn,NY,0,0,1.663326805,NA,NA,NA,NA,-1.51825464,-1.176860359,NA,2.535924569,NA,0.009862276,-0.419702714,-0.212022113,-0.335269852,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,0.888315376,1.110041832,1.724999169,-0.748507866,-0.711867973,-0.658335552,-0.280848356,-0.143320602,-1.086111805,-0.570854407,-0.659223619,NA,NA,-2.172640604
1077,Yeshivat Mikdash Melech,Brooklyn,NY,0,0,1.663326805,NA,NA,NA,NA,NA,-1.400598994,NA,-2.01346713,NA,-2.042065634,-0.403656492,-0.212022113,-0.335269852,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.325548268,-0.065182554,-2.221135381,0.938118843,1.481874728,-0.748507866,-0.711867973,-0.658335552,-0.280848356,-0.143320602,-1.086111805,0.314062197,-0.659223619,NA,NA,NA
1078,Yeshiva Derech Chaim,Brooklyn,NY,0,0,-0.216463367,NA,NA,NA,NA,-1.311818526,-2.020245376,0.085177933,0.371872008,NA,-1.785454957,-0.417028344,-0.212022113,-0.335269852,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.325548268,-0.065182554,0.417502467,1.591471918,1.438306829,-0.748507866,-0.711867973,-0.658335552,-0.280848356,-0.143320602,-1.086111805,0.472639253,-0.659223619,NA,NA,-2.090545058
1079,Yeshiva of Nitra Rabbinical College,Mount Kisco,NY,0,0,NA,NA,NA,NA,NA,-1.371315468,-1.996287881,0.799415245,2.047250043,NA,-1.528844281,-0.376912789,-0.212022113,-0.335269852,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,1.065980308,2.979151428,1.672095291,-0.748507866,-0.711867973,-0.658335552,-0.280848356,-0.143320602,-1.086111805,-0.378296554,-0.659223619,NA,NA,-2.230134228
1080,Yeshiva Shaar Hatorah,Kew Gardens,NY,0,0,0.696421816,NA,NA,NA,NA,NA,-0.359057074,NA,-1.82851928,NA,1.114820189,-0.419702714,-0.212022113,-0.335269852,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,1.472553317,1.151971106,1.724999169,-0.748507866,-0.711867973,-0.658335552,-0.280848356,-0.143320602,-1.086111805,-0.570854407,-0.659223619,NA,NA,-2.143091556
1081,Yeshiva University,New York,NY,0,0,0.696421816,1.235912072,1.057092107,-0.755158003,-2.063413872,1.574677807,2.031819659,-0.319080386,-1.293201015,-0.469097706,1.758740637,0.141023599,-0.209925854,-0.289451014,-0.291540722,-0.171652064,-0.130669156,-0.049856909,0.447119633,-0.064181251,1.440794972,-0.382580184,1.480707731,-0.748507866,-0.698893387,-0.658335552,-0.264713854,-0.143320602,-1.044014322,0.096018746,-0.510185357,0.9360333,NA,0.702441708
1082,Yeshivath Viznitz,Monsey,NY,0,0,1.663326805,NA,NA,NA,NA,-1.568444515,-1.88137312,0.085177933,2.554365117,NA,1.871725934,-0.354626369,-0.212022113,-0.335269852,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,1.584070272,-0.373600117,1.648755345,-0.748507866,-0.711867973,-0.658335552,-0.280848356,-0.143320602,-1.086111805,-0.29334456,-0.659223619,NA,NA,-1.979836405
1083,Yeshivath Zichron Moshe,South Fallsburg,NY,0,0,1.663326805,NA,NA,NA,NA,-1.086614837,-1.677937447,NA,1.454983027,NA,-1.759602389,-0.433966022,-0.212022113,-0.335269852,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,0.894677606,NA,1.434027839,-0.748507866,-0.711867973,-0.658335552,-0.280848356,-0.143320602,-1.086111805,0.488213785,-0.659223619,NA,NA,-1.537937738
1084,Appalachian State University,Boone,NC,0,0,-0.002862111,0.704042512,0.771235983,-0.192626973,-0.904935089,0.544201382,0.260995366,0.274807939,-0.701476367,-0.12911028,0.984121094,1.734948317,-0.038032595,-0.022174462,-0.098104074,-0.066837495,0.012448189,1.482442598,0.00068929,-0.051164324,0.92647189,0.117320923,1.130219537,-0.571917202,-0.451196745,-0.363105694,-0.200175846,-0.102838189,0.039039119,-0.497229346,-0.441876154,0.721139213,0.950414097,0.228478158
1085,Barton College,Wilson,NC,0,0,-1.222024732,-0.75859878,-0.658044633,0.942688556,0.093103456,-0.24751214,-0.512953522,0.314090991,0.366990687,0.477469229,-0.366436216,-0.324316839,-0.115594187,-0.327633379,-0.272821047,-0.206590254,0.084006861,0.134019032,-0.274037074,-0.035143489,-0.104616418,-0.694549497,0.001344134,0.330769749,-0.342682026,-0.513088777,0.009572678,-0.106518409,0.012249812,-0.048399644,0.385286199,0.100187597,-0.403688579,-0.16236936
1086,Belmont Abbey College,Belmont,NC,0,0,0.070981479,-0.300599992,-0.372188509,-0.644026139,-0.642135916,0.628153921,-1.074533434,-0.29693903,0.054586106,0.598823964,-0.43250389,-0.24943447,-0.038032595,-0.277996305,-0.266581155,-0.206590254,0.084006861,-0.295024831,-0.136673892,0.00190469,-0.70878243,-0.694549497,-0.411772916,0.354045309,-0.632251196,-0.476777083,-0.14370509,-0.117559067,-0.982781618,-0.265027229,2.793496112,-1.304684685,-1.274349949,0.156920812
1087,Bennett College,Greensboro,NC,1,1,1.408591201,NA,NA,NA,-0.264351834,-0.92981171,-0.854043273,0.518005744,1.597083721,0.647365858,-0.244833395,-0.435748936,0.242866146,-0.319996906,-0.297780614,-0.206590254,-0.130669156,-0.049856909,-0.342718666,-0.065182554,-1.301956287,-0.694549497,-2.1572119,3.454754744,-0.53789057,-0.658335552,-0.123536962,-0.069716216,-0.106388551,-0.570854407,0.661006983,-1.320298163,-1.274150861,-0.007136575
1088,Brevard College,Brevard,NC,0,0,-1.257707541,NA,NA,-1.027290117,-0.572463522,0.03503638,-0.837800904,1.275454414,0.122924608,-1.342851799,-0.452132692,-0.342145974,-0.157519373,-0.323815143,-0.297780614,-0.066837495,-0.130669156,-0.295024831,-0.325548268,-0.047159115,-0.919153563,-0.694549497,0.571227823,-0.092238262,-0.54083934,-0.527297701,-0.002528198,-0.091797531,-0.190583518,0.035136484,0.026352385,-0.491024567,-0.22077116,-0.535944209
1089,Campbell University,Buies Creek,NC,0,0,0.350001217,-0.404019073,-0.372188509,-0.091478155,-0.192061412,-0.152871851,0.444128078,-0.784405995,-0.059311397,-0.226388236,0.096037503,-0.029244646,0.047914035,-0.247450413,-0.204182236,0.142791645,-0.130669156,-0.17244087,-0.016481108,0.009915107,0.023989317,1.923861451,0.232020604,0.154179084,-0.244193123,-0.325215231,-0.006561824,-0.069716216,-0.217372826,-0.315998425,0.028836356,0.19048077,0.045311238,0.736403058
1090,Catawba College,Salisbury,NC,0,0,-1.717123699,-0.529599386,-0.658044633,-0.560020026,-0.363470994,0.038980654,-0.233584773,-0.316937674,0.174992038,-0.226388236,-0.037534099,-0.222690766,-0.115594187,-0.308542197,-0.279060938,-0.171652064,-0.130669156,-0.11114889,-0.274037074,-0.065182554,0.044036537,-0.694549497,0.518323945,0.1956703,-0.392221354,-0.532034009,-0.151772341,-0.113878847,0.012249812,-0.187154567,-0.639351851,0.041402631,0.118420873,-0.193522882
1091,Chowan University,Murfreesboro,NC,0,0,-0.232322393,-2.132595145,-2.087325248,-0.728039791,0.344561979,-0.897200746,-0.258760445,0.061250983,1.73647257,-1.342851799,-1.201378417,-0.300247506,0.442010776,-0.297087487,-0.291540722,-0.101775684,-0.059110483,0.164665022,-0.30837787,-0.050163021,-1.52710848,-0.694549497,-1.509917389,2.860721964,-0.493659027,-0.637811552,-0.095301584,-0.143320602,0.659020241,-0.233878164,-0.585946474,-0.833550618,-1.338519857,-0.527921843
1092,Davidson College,Davidson,NC,0,0,-2.195868046,2.166683804,2.200516599,-1.029232225,-1.68104759,1.725652813,2.000147039,1.101894747,-1.424996697,-0.27493013,2.071843962,-0.112150126,-0.140749298,-0.262723359,-0.166742885,-0.136713874,-0.130669156,-0.23373285,-0.119503494,-0.034142187,1.513883216,-0.694549497,0.478646036,-0.401398422,-0.261295986,0.194199868,0.082177937,-0.143320602,0.291624021,0.32114153,-0.491555575,NA,NA,-0.237645895
1093,Duke University,Durham,NC,0,0,-2.726649822,2.86845614,2.772228846,-0.608424315,-1.929071502,0.656902641,3.242688277,0.998687455,-1.476521758,-1.731186952,2.159455443,0.158852734,0.159015776,0.145827942,1.611626296,0.072915265,-0.130669156,-0.26437884,1.803581059,0.245221111,1.624046915,-0.694549497,-0.363926026,-0.254155203,-0.277219342,2.747069823,-0.006561824,-0.113878847,-0.343665277,0.862002559,-0.388470777,1.315836199,1.683750053,1.655097685
1094,East Carolina University,Greenville,NC,0,0,0.128966043,-0.06421352,-0.086332386,0.050711144,-0.603466276,0.340900459,0.346673864,0.68120897,-0.355444905,0.288350009,0.501061071,2.255559075,0.743872109,0.077099686,0.232610194,0.666864493,-0.130669156,1.206628687,-0.050821903,0.116053134,0.534302933,0.465188735,0.506653972,0.061076843,-0.339733256,-0.211543841,-0.014629075,-0.095477751,0.073482515,-0.514219745,-0.417036444,0.251212485,0.311677874,0.410313712
1095,Elizabeth City State University,Elizabeth City,NC,0,1,0.174065148,-1.608112661,-1.515613002,-0.489238723,0.112720049,-1.0245475,0.159886619,1.275454414,1.639388508,0.777652302,-0.516764112,-0.375129875,0.932535443,-0.312360433,-0.28530083,-0.136713874,-0.130669156,-0.295024831,-0.30837787,-0.034142187,-0.148010625,0.523328861,-1.601332179,2.996833393,-0.570916789,-0.615708781,-0.171940468,-0.143320602,-0.779948288,-0.560943341,0.298347213,-2.185292765,-1.977978552,-2.708499241
1096,Elon University,Elon,NC,0,0,-0.457817918,1.102944682,1.057092107,0.025541088,-2.384917255,3.390798089,0.754357328,0.364444722,-1.763434992,0.79299154,1.540908812,0.511869618,-0.058995187,-0.228359231,-0.154263101,-0.136713874,-0.130669156,0.103373041,0.223904462,-0.01211354,1.181389494,-0.694549497,1.008851817,-0.464141237,-0.392221354,-0.30469123,-0.180007719,-0.132279944,-0.205891694,-0.304671493,-0.577252575,1.425820956,1.197611669,1.831188622
1097,Fayetteville State University,Fayetteville,NC,0,1,-0.299723253,-1.416048653,-1.229756879,0.956461309,0.545458917,-1.053318413,0.359667759,1.209387463,1.023799622,0.09845412,-0.805929875,-0.405439406,1.058310999,-0.247450413,-0.266581155,-0.031899305,-0.130669156,-0.295024831,-0.325548268,0.012919014,0.244961805,0.906546185,-1.439119552,2.513106529,-0.347989811,-0.465725698,0.892936656,-0.036594242,-0.952165267,-0.545368809,0.056160037,-2.096672799,-1.523323942,-2.094209236
1098,Gardner-Webb University,Boiling Springs,NC,0,0,-0.681331066,-0.62563139,-0.658044633,0.834369286,0.092895972,-0.191255205,-0.196227324,1.275454414,-0.9428306,0.209517973,0.141997624,-0.170094816,-0.025455039,-0.297087487,-0.28530083,-0.171652064,-0.130669156,-0.295024831,-0.033651505,-0.037146094,0.042907676,-0.694549497,0.427298154,0.116735791,-0.530223769,-0.448359236,0.02570718,-0.143320602,-1.086111805,-0.430683617,0.593939765,-0.548493781,-0.34543148,-0.199272244
1099,Greensboro College,Greensboro,NC,0,0,0.436730265,-1.253532954,-1.515613002,-1.383934814,0.065896397,-0.189573649,-0.50361416,1.275454414,0.122924608,-0.396284865,-0.57277801,-0.296681679,-0.073669002,-0.30472396,-0.28530083,-0.206590254,-0.130669156,-0.26437884,-0.342718666,-0.059174741,-1.252995474,-0.694549497,-0.107186616,0.96022186,-0.556172941,-0.59518478,-0.228411225,-0.095477751,0.578652318,-0.570854407,0.044982168,-0.764500571,-0.595993549,0.050624461
1100,Guilford College,Greensboro,NC,0,0,-0.175329018,NA,NA,-0.642760993,-0.681205395,0.033111221,-0.331851106,0.159458613,-0.030565837,0.336697736,0.488613538,-0.160288792,-0.071572743,-0.235995704,-0.254101371,-0.206590254,-0.059110483,0.103373041,-0.30837787,-0.048160417,-0.127027233,-0.694549497,0.266252525,0.362141156,-0.324989409,-0.255749381,-0.09933521,-0.102838189,0.211256098,-0.33865229,-0.55365485,-0.484018111,-0.604744537,0.52367665
1101,Heritage Bible College,Dunn,NC,0,0,NA,NA,NA,-1.450844424,NA,-0.946773726,-2.140438907,NA,2.410094946,-0.578316968,-1.50203421,-0.433966022,-0.212022113,-0.335269852,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,-0.58854485,0.027315909,0.109096886,0.730502199,-0.439401667,0.071055863,0.340329967,0.423433174,-1.086111805,-0.570854407,-0.659223619,NA,NA,-1.11596128
1102,High Point University,High Point,NC,0,0,0.299946166,0.379011114,0.48537986,0.398388944,-1.869148867,3.2969826,-0.015124908,1.251170345,-1.622961405,0.597853126,0.687295312,0.302377276,-0.052706409,-0.23981394,-0.21666202,-0.101775684,-0.130669156,-0.295024831,-0.274037074,0.011917711,0.452584314,-0.694549497,0.924050012,-0.477296989,-0.464171331,-0.419941388,-0.18807497,-0.124919505,0.965183758,-0.171580035,-0.52881514,0.463496026,0.328543729,2.067179892
1103,John Wesley University,High Point,NC,0,0,0.519494557,-1.2387588,-0.658044633,-1.734803387,0.168814569,-0.39584733,-1.283653936,NA,1.315051808,-0.050278244,-0.674273278,-0.433966022,-0.205733336,-0.335269852,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,-0.92672261,NA,-0.577875533,0.911140787,-0.192884533,-0.532034009,2.946052019,-0.143320602,0.444705779,0.108761545,-0.659223619,-0.565066853,-1.405823323,-0.908583115
1104,Johnson C Smith University,Charlotte,NC,0,1,-1.031220826,-1.962692368,-1.801469125,-0.145118107,0.044460546,-0.861408064,-0.371644911,-0.228372248,1.598710828,0.695907752,-0.259195933,-0.43753185,0.362352924,-0.331451615,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.30837787,-0.060176043,-0.367360262,1.807385142,-2.150987915,3.24476871,-0.428196343,-0.647284167,-0.163873217,-0.088117312,-0.163794211,-0.05406311,0.500790852,-2.292592379,-1.655386641,-0.24606938
1105,Lees-McRae College,Banner Elk,NC,0,0,0.003085024,NA,NA,1.042523648,0.453187278,-0.052978191,-0.864194754,-0.830474302,0.536209834,-0.663265282,-0.599588081,-0.359083653,-0.172193187,-0.327633379,-0.297780614,-0.171652064,-0.130669156,-0.295024831,-0.239696279,-0.021125259,-0.547971823,-0.694549497,0.424575161,-0.390772623,-0.50014632,-0.475198314,-0.123536962,-0.106518409,-0.603904266,-0.337236424,1.603673989,-0.248016163,-0.144674165,0.059315357
1106,Lenoir-Rhyne University,Hickory,NC,0,0,0.887721317,-0.529599386,NA,-0.220345053,-0.432983282,-0.025020481,-0.094306458,1.217244073,0.094179048,0.259030705,0.057737402,-0.285984197,-0.134460521,-0.30472396,-0.279060938,-0.136713874,-0.130669156,-0.295024831,-0.342718666,0.069993236,-0.202402259,-0.694549497,0.501985982,0.025657512,-0.427606589,-0.434150312,-0.022696326,-0.143320602,0.134715218,-0.290512827,-0.148767573,0.761894711,0.525914372,-0.224676403
1107,Livingstone College,Salisbury,NC,0,1,0.23948363,-2.612755165,-2.659037495,-1.041135172,0.692855775,-1.149857013,-0.715577077,1.07975339,2.374298588,-0.420555812,-1.228188488,-0.433966022,0.647444183,-0.327633379,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.059174741,-1.073913578,-0.694549497,-2.152543911,3.352544674,-0.669995446,-0.645705398,-0.119503337,-0.143320602,-1.086111805,-0.570854407,1.508041104,-3.172342526,-2.540259532,-0.703745367
1108,Mars Hill University,Mars Hill,NC,0,0,-0.271474363,-1.10579141,-0.943900756,-0.485027889,0.068773332,-0.342170474,-0.80856464,-0.125164956,1.081290742,-0.420555812,-0.699168343,-0.250325926,-0.115594187,-0.289451014,-0.260341263,-0.101775684,-0.130669156,-0.295024831,-0.342718666,-0.044155209,-0.999048316,2.531220518,0.482925026,0.373272946,-0.515479921,-0.5067737,0.316128214,-0.088117312,-0.661309925,-0.570854407,-0.320161574,-0.073854669,-0.359678373,-0.664435773
1109,Meredith College,Raleigh,NC,1,0,-0.318060252,-0.189793833,-0.086332386,3.177689663,-0.766092759,0.50971539,-0.128415433,1.186888987,-0.488325326,0.501740176,0.577182522,-0.103235558,-0.10930541,-0.297087487,-0.241621587,-0.066837495,-0.059110483,-0.019210919,-0.15384429,-0.057172136,0.428980868,-0.694549497,0.587176787,-0.218229882,-0.508402875,-0.179968455,0.086211562,-0.121239286,0.398781252,0.183802473,-0.39592269,0.375588632,0.295521137,0.226180573
1110,Methodist University,Fayetteville,NC,0,0,-0.520262833,-0.788147089,-0.943900756,-1.209299182,-0.278993832,-0.116596862,-0.065882312,0.137317256,0.013908427,-1.245768011,-0.696774587,-0.294007308,-0.038032595,-0.285632778,-0.279060938,-0.101775684,0.012448189,0.379186953,0.138052473,0.092021883,-0.744242758,-0.694549497,-0.31413414,0.236655526,-0.274860326,-0.490986007,-0.002528198,-0.077076654,0.444705779,0.563254713,0.781479578,0.041325124,-0.62267603,0.167216182
1111,Montreat College,Montreat,NC,0,0,-0.597575585,-0.751211703,-0.658044633,-0.431114123,-0.593863252,-0.096970735,-0.986824641,1.275454414,0.108823013,0.453198282,-0.144774382,-0.383152986,-0.203637076,-0.323815143,-0.291540722,-0.206590254,-0.130669156,-0.23373285,-0.342718666,-0.053166928,-0.916034935,-0.694549497,0.306708432,0.048427082,-0.516659429,-0.418362619,0.275791959,-0.040274461,-0.083426287,0.074780747,0.215134183,-0.277809112,-0.317545379,-1.076919098
1112,University of Mount Olive,Mount Olive,NC,0,0,-0.788379491,-1.127952641,-1.229756879,0.967880458,0.993483633,-0.628984309,-0.337941995,1.275454414,0.519938762,0.34960988,-0.425801373,-0.319859555,-0.019166261,-0.274178069,-0.279060938,-0.136713874,-0.130669156,-0.20308686,-0.274037074,-0.020123957,-0.629275418,0.553294317,-0.206381388,0.717346447,-0.51371066,-0.568345702,-0.026729951,-0.095477751,1.317271802,-0.095123241,0.129437183,-1.115007606,-0.922735419,-1.174390846
1113,North Carolina A & T State University,Greensboro,NC,0,1,-0.295262902,-1.120565564,-1.229756879,-0.287983652,-0.467998396,-0.499901759,0.671521246,0.096248611,1.097561814,0.987159117,-0.195043264,-0.397416295,3.353714889,-0.235995704,-0.210422128,0.072915265,-0.130669156,-0.295024831,-0.188185085,0.006911201,0.286331755,0.361701788,-1.9833293,3.499787893,-0.546147125,-0.538349086,-0.151772341,-0.135960163,0.268661757,-0.357058556,-0.361147096,-1.674975227,-1.624109438,-1.001767886
1114,University of North Carolina at Asheville,Asheville,NC,0,0,0.598294093,0.718816666,0.771235983,-0.141233242,-1.326755903,0.113440289,0.26424384,0.185171156,-0.346767,-0.608218774,0.587236298,0.058118119,-0.184770743,-0.255086886,-0.266581155,-0.066837495,-0.130669156,0.317894972,-0.239696279,-0.053166928,0.354317981,0.415769982,0.96372792,-0.536497871,-0.415811511,-0.410468773,-0.050931704,-0.132279944,0.356683768,-0.490150013,-0.181059196,-0.255637851,0.291542541,0.213483865
1115,University of North Carolina at Chapel Hill,Chapel Hill,NC,0,0,-1.77907302,2.078038877,2.200516599,0.097825965,-1.282536319,0.871750488,1.890104989,0.89369457,-1.030152019,-0.27493013,1.935399852,1.929285894,0.71452448,0.527651588,1.605386404,1.365628291,-0.130669156,-0.295024831,1.099594749,0.133075271,1.609360554,-0.560931535,0.312932417,-0.351811359,-0.265424264,0.926748823,-0.050931704,-0.102838189,0.57099823,-0.222551232,-0.23819053,1.088871652,1.315027466,0.004277776
1116,University of North Carolina at Charlotte,Charlotte,NC,0,0,-0.155009641,0.231269569,0.199523737,-0.545120345,-0.518805955,0.098256858,0.656497054,0.308377093,-0.018091348,-0.080956721,0.198490273,1.414915334,0.676791813,0.447468622,0.650682949,0.282544404,0.227124206,1.758256509,1.185446738,0.052971099,0.682229196,0.601728219,0.160055769,0.094472212,-0.195833302,0.251035563,-0.147738715,-0.102838189,0.333721504,-0.246620963,-0.333823414,0.242287523,0.29851819,-0.512906331
1117,University of North Carolina at Greensboro,Greensboro,NC,0,0,-0.38843468,-0.19718091,-0.086332386,0.756658492,-0.318686251,-0.308225632,0.404334274,0.446582013,0.210788396,-0.27493013,0.290410516,0.946900525,1.11071748,0.138191469,0.25132987,0.037977075,0.227124206,1.635672549,-0.085162699,-0.056170834,0.344183135,0.714163044,-0.12741457,0.657639575,-0.257167709,0.108946326,-0.14370509,-0.095477751,0.605441626,-0.303255626,-0.6008503,-0.158239293,-0.085127552,-0.624530513
1118,North Carolina Central University,Durham,NC,0,1,-0.028137433,-1.349564958,-1.229756879,0.563325718,-0.301521801,-0.835088007,0.236631813,0.460152522,1.347051583,1.519081192,-0.282175994,-0.413462517,2.395724407,-0.277996305,-0.247861479,-0.031899305,-0.130669156,-0.295024831,-0.274037074,-0.023127864,0.369120902,0.760413127,-1.913309462,3.367218397,-0.504274597,-0.481513391,-0.119503337,-0.132279944,0.636057977,-0.53687361,-0.363631067,-2.58987051,-1.861742935,-0.709974183
1119,University of North Carolina School of the Arts,Winston-Salem,NC,0,0,-1.588269113,0.342075728,0.199523737,-0.395320198,NA,1.017716883,-0.041924818,0.296235059,-0.564799363,0.744449646,0.600162582,-0.321642469,-0.182674484,-0.270359832,-0.279060938,-0.206590254,-0.130669156,-0.17244087,-0.342718666,-0.05416823,0.875538046,-0.200721373,0.631133685,-0.313862076,-0.254218939,-0.380472156,-0.091267959,-0.054995338,0.758523384,-0.238125764,-0.39592269,-0.576193207,-0.285594526,0.173261079
1120,North Carolina State University at Raleigh,Raleigh,NC,0,0,-0.793335437,1.494459776,1.628804353,-0.818607058,-1.313930605,0.820950486,1.253404119,0.867982027,-1.032863865,0.339998585,1.21009169,2.761906524,0.504898554,0.306193873,0.993877002,0.596988114,-0.130669156,2.892158145,1.528854694,0.109044019,1.349525461,-0.074111222,0.706599512,-0.431757849,-0.437632405,0.151573097,-0.135637839,-0.117559067,0.391127164,0.015314352,-0.448086082,0.923239008,1.018499076,0.300355563
1121,North Carolina Wesleyan College,Rocky Mount,NC,0,0,-0.544546967,-1.356952035,-1.229756879,0.164607025,0.95787526,-0.90617634,-0.530008009,-1.578995006,1.075324683,-0.45434097,-0.985461598,-0.38761027,0.018566405,-0.331451615,-0.291540722,-0.136713874,-0.130669156,-0.17244087,0.241074859,-0.037146094,-1.262407088,-0.67992749,-0.929141725,1.599287789,-0.572096297,-0.538349086,0.062009809,-0.124919505,-0.270951441,0.120088478,0.682120737,-1.503028237,-0.924887034,-1.098846899
1122,University of North Carolina Wilmington,Wilmington,NC,0,0,-0.271474363,0.740977898,0.48537986,0.440377707,-0.888991018,0.455908662,0.34870416,0.160529969,-0.643442878,0.016321235,1.008537409,0.995039191,-0.077861521,0.008371429,-0.098104074,-0.031899305,0.084006861,1.574380568,-0.188185085,0.006911201,0.808176705,0.231782513,0.873869127,-0.50107854,-0.3161431,-0.309427538,-0.071099831,-0.110198628,0.241872449,-0.494397613,-0.231980602,-0.029310871,0.336900446,0.519557847
1123,William Peace University,Raleigh,NC,0,0,-0.805229706,-1.430822808,-1.515613002,0.246544146,-0.297700897,-0.351579982,-0.586450242,-1.672560094,1.173493483,-0.545211396,-0.526817889,-0.368889678,-0.168000669,-0.30472396,-0.254101371,-0.171652064,-0.130669156,-0.295024831,-0.342718666,-0.050163021,-0.86493332,-0.694549497,-0.410994917,1.055348063,-0.40519594,-0.415205081,0.106379689,0.000207952,-0.236508046,-0.475991347,0.370382373,-0.459319961,-0.281123949,1.063314478
1124,University of North Carolina at Pembroke,Pembroke,NC,0,0,0.393117944,-1.002372328,-0.943900756,0.205119032,0.064924021,-0.59596176,-0.165772882,1.19688831,0.748276138,-0.857432859,-0.639324435,-0.032810473,0.632770369,-0.106175664,-0.222901912,4.614879952,0.012448189,1.084044726,-0.171014688,0.012919014,-0.344337778,1.241828441,-0.742811154,1.060407967,-0.385144307,-0.405732465,5.854295982,-0.124919505,-0.148486035,-0.460416815,-0.404616589,-0.525895802,-0.643743624,-0.539800857
1125,Pfeiffer University,Misenheimer,NC,0,0,-0.986617316,-0.965436942,-0.943900756,-0.161735269,0.219890829,-0.112834614,-0.428899262,0.143745392,0.275330315,-0.16833213,-0.512455351,-0.284201284,-0.168000669,-0.297087487,-0.28530083,-0.101775684,-0.130669156,-0.20308686,-0.136673892,-0.063179949,-0.333646806,-0.694549497,-0.144919529,0.331275739,-0.530223769,-0.554136779,-0.103368835,-0.102838189,-0.328357101,0.239021269,1.17146303,-0.069276177,-0.11659075,-0.45358125
